OrderID,CustomerID,ManagerID,Quantity,Price,Freight,ShippedDate,Total
3920,QP80,man79,49,89.16,8,10/23/2020,4376.84
815,BX14,man14,47,92.83,12,10/30/2020,4375.01
4580,WH05,man54,94,46.44,8,10/17/2020,4373.36
903,JE00,man87,69,63.22,11,10/28/2020,4373.18
124,QF72,man81,50,87.19,8,10/22/2020,4367.5
2109,ES72,man37,49,88.84,14,10/31/2020,4367.16
2531,GR98,man76,86,50.6,13,10/15/2020,4364.6
3784,CX48,man84,48,90.71,10,10/18/2020,4364.08
984,DD34,man57,82,53.03,14,10/31/2020,4362.46
2551,FF40,man18,44,98.83,11,11/6/2020,4359.52
109,GA44,man34,74,58.76,10,10/18/2020,4358.24
1609,CK18,man28,81,53.73,6,10/21/2020,4358.13
121,LP40,man85,54,80.48,12,10/26/2020,4357.92
1576,PT13,man52,78,55.78,7,10/29/2020,4357.84
3102,KC73,man96,61,71.34,6,11/11/2020,4357.74
2287,YE34,man40,45,96.6,8,10/27/2020,4355
1680,XF61,man23,70,62.06,10,10/28/2020,4354.2
4301,GO09,man74,55,78.96,10,10/24/2020,4352.8
4914,SA24,man53,74,58.64,10,11/12/2020,4349.36
3035,XI19,man85,52,83.52,6,10/31/2020,4349.04
982,WU20,man00,67,64.76,9,11/8/2020,4347.92
1968,UP45,man69,67,64.78,7,11/9/2020,4347.26
647,PJ13,man19,72,60.18,12,10/20/2020,4344.96
1771,EH59,man85,65,66.69,8,10/27/2020,4342.85
3346,SR54,man44,94,46.09,6,11/11/2020,4338.46
3032,BS71,man77,51,84.72,12,11/4/2020,4332.72
3383,WJ55,man23,76,56.89,8,10/14/2020,4331.64
1367,WA19,man52,49,88.26,6,10/29/2020,4330.74
1115,XF93,man17,66,65.42,11,10/18/2020,4328.72
499,PY71,man39,76,56.75,14,10/29/2020,4327
2957,NN02,man88,45,95.85,10,11/11/2020,4323.25
112,ML81,man26,82,52.61,9,11/12/2020,4323.02
2004,NC41,man55,85,50.67,12,10/18/2020,4318.95
3571,DK27,man98,58,74.22,11,10/16/2020,4315.76
2437,CU94,man76,76,56.54,15,10/15/2020,4312.04
316,VU12,man59,84,51.13,15,10/18/2020,4309.92
3481,OG32,man59,45,95.4,13,10/22/2020,4306
1617,RF11,man71,53,81.09,7,10/16/2020,4304.77
483,HO57,man86,76,56.42,14,11/2/2020,4301.92
3756,QS84,man22,60,71.48,12,11/5/2020,4300.8
4878,WF42,man68,100,42.9,10,10/31/2020,4300
4286,IO73,man01,78,55.06,5,11/6/2020,4299.68
4868,YQ82,man19,62,69.18,10,10/19/2020,4299.16
1399,ZK46,man99,50,85.74,10,11/11/2020,4297
604,DK88,man48,90,47.67,6,11/8/2020,4296.3
2783,TK95,man47,62,69.05,14,10/14/2020,4295.1
2930,NZ14,man06,87,49.31,5,11/5/2020,4294.97
3659,BZ40,man81,79,54.28,6,10/21/2020,4294.12
3669,DI06,man35,65,65.9,10,10/31/2020,4293.5
3095,BK06,man93,80,53.53,10,11/4/2020,4292.4
802,AY01,man14,47,90.96,13,11/12/2020,4288.12
1568,TA70,man09,95,45.01,7,10/21/2020,4282.95
919,UR59,man27,47,90.82,13,10/24/2020,4281.54
3905,WR21,man14,76,56.24,7,10/27/2020,4281.24
252,WX27,man56,49,87.17,8,11/3/2020,4279.33
3537,HU41,man49,92,46.35,13,10/30/2020,4277.2
3768,VU69,man03,67,63.76,5,11/2/2020,4276.92
1502,GQ83,man86,66,64.65,7,10/19/2020,4273.9
1198,AX10,man44,57,74.77,12,10/19/2020,4273.89
3201,US92,man99,69,61.79,7,10/16/2020,4270.51
2024,EL51,man10,48,88.67,14,11/9/2020,4270.16
2941,MC47,man62,61,69.78,13,10/14/2020,4269.58
4930,TD84,man82,81,52.59,9,11/9/2020,4268.79
4561,UU31,man87,82,51.91,12,10/29/2020,4268.62
3195,ZX16,man63,73,58.32,6,11/11/2020,4263.36
2206,IT41,man04,53,80.21,12,10/17/2020,4263.13
2360,LK82,man19,76,55.86,13,10/20/2020,4258.36
2045,SD04,man83,58,73.19,11,10/16/2020,4256.02
96,AA45,man06,70,60.71,6,10/17/2020,4255.7
3976,XU68,man71,48,88.51,6,10/28/2020,4254.48
2366,DO97,man89,72,58.97,8,10/29/2020,4253.84
3306,TI52,man96,57,74.4,12,10/14/2020,4252.8
1624,BK37,man54,66,64.26,10,11/11/2020,4251.16
3945,AT50,man25,92,46.1,9,10/16/2020,4250.2
1932,BE86,man49,96,44.1,12,11/12/2020,4245.6
3386,CM10,man61,63,67.27,5,10/21/2020,4243.01
1423,XW73,man12,76,55.72,8,10/28/2020,4242.72
267,OM23,man81,53,79.84,9,10/30/2020,4240.52
1289,GB25,man72,96,44.04,12,11/2/2020,4239.84
707,NK26,man17,63,67.07,13,11/10/2020,4238.41
611,AC96,man23,66,64.03,7,11/3/2020,4232.98
4979,EL83,man68,80,52.76,10,11/5/2020,4230.8
217,RF27,man56,62,67.98,11,11/8/2020,4225.76
703,ZL83,man38,54,78.03,12,10/20/2020,4225.62
1089,BJ80,man78,91,46.34,8,10/16/2020,4224.94
989,KT75,man67,66,63.89,7,10/21/2020,4223.74
340,KV68,man33,88,47.92,6,11/4/2020,4222.96
1055,CK45,man75,47,89.55,12,11/12/2020,4220.85
3157,DC98,man69,52,80.9,13,10/13/2020,4219.8
2955,JG00,man14,50,84.02,14,11/9/2020,4215
4677,BZ42,man75,56,74.97,15,10/16/2020,4213.32
3521,GE77,man89,84,50,8,10/27/2020,4208
749,PC18,man85,78,53.82,9,11/9/2020,4206.96
1690,OC74,man85,52,80.65,12,10/30/2020,4205.8
111,HM02,man72,43,97.45,14,10/14/2020,4204.35
1293,CT47,man23,50,83.85,9,11/1/2020,4201.5
117,GR10,man44,46,91.13,7,10/27/2020,4198.98
4753,IP25,man15,83,50.46,5,11/7/2020,4193.18
4768,MK95,man61,59,70.81,11,10/14/2020,4188.79
271,EN45,man05,53,78.73,13,10/14/2020,4185.69
3071,LN01,man86,44,94.98,5,10/20/2020,4184.12
529,LJ85,man43,47,88.71,14,10/20/2020,4183.37
3698,RM35,man49,75,55.67,7,11/3/2020,4182.25
3598,JV15,man99,52,80.2,10,10/17/2020,4180.4
1215,NA60,man65,78,53.5,5,10/27/2020,4178
2601,KL69,man22,47,88.63,10,11/10/2020,4175.61
3083,TA57,man26,92,45.25,10,10/25/2020,4173
3765,RJ32,man97,45,92.39,15,11/3/2020,4172.55
3084,EP32,man60,91,45.68,14,10/25/2020,4170.88
4245,YR86,man26,46,90.4,11,10/29/2020,4169.4
689,TX25,man80,66,62.94,10,10/26/2020,4164.04
1466,WS47,man47,57,72.95,5,10/30/2020,4163.15
2672,LL57,man77,66,62.94,7,10/31/2020,4161.04
435,VR58,man02,58,71.5,14,11/7/2020,4161
1363,SG00,man17,74,56.05,13,10/16/2020,4160.7
3906,AP14,man36,97,42.83,6,10/21/2020,4160.51
4050,NB17,man05,98,42.38,7,11/9/2020,4160.24
900,CZ34,man20,68,60.97,14,10/16/2020,4159.96
2203,IE55,man18,93,44.58,14,10/14/2020,4159.94
2942,BL70,man81,47,88.25,12,11/10/2020,4159.75
4327,RT05,man72,85,48.79,12,10/31/2020,4159.15
2980,LE58,man30,65,63.77,13,11/9/2020,4158.05
548,LY27,man28,80,51.87,6,11/12/2020,4155.6
2364,QU60,man18,76,54.57,8,11/6/2020,4155.32
757,PY74,man72,52,79.62,13,10/27/2020,4153.24
2148,XL02,man51,98,42.23,13,10/28/2020,4151.54
3849,ND26,man79,74,55.93,12,10/20/2020,4150.82
4761,RM68,man54,51,81.27,5,11/1/2020,4149.77
2710,AC78,man90,56,73.94,9,11/5/2020,4149.64
1895,HI42,man27,95,43.55,12,10/15/2020,4149.25
206,BT41,man59,98,42.21,12,11/2/2020,4148.58
4184,AU72,man85,69,59.92,14,11/11/2020,4148.48
704,IS90,man43,88,47,12,10/16/2020,4148
3202,DA95,man17,44,93.95,13,10/16/2020,4146.8
3053,GT25,man42,87,47.52,9,10/24/2020,4143.24
297,IO82,man63,99,41.72,6,11/6/2020,4136.28
4608,QL80,man20,62,66.44,15,10/20/2020,4134.28
1642,XQ22,man05,46,89.63,10,10/22/2020,4132.98
1177,PJ49,man98,100,41.21,11,10/13/2020,4132
3015,SJ73,man50,84,49,13,10/18/2020,4129
3196,ZD25,man49,56,73.59,6,10/14/2020,4127.04
973,MF99,man33,88,46.78,7,10/28/2020,4123.64
2222,WE70,man01,57,72.11,13,11/7/2020,4123.27
4166,TO65,man41,66,62.37,6,11/8/2020,4122.42
4403,RY69,man48,94,43.75,9,10/20/2020,4121.5
829,AL48,man48,63,65.26,10,10/19/2020,4121.38
2578,AX08,man18,59,69.69,9,11/6/2020,4120.71
2538,IP27,man53,57,72.06,13,11/12/2020,4120.42
2083,BT49,man98,62,66.29,10,10/26/2020,4119.98
3094,MZ92,man21,59,69.63,11,10/20/2020,4119.17
2012,HR35,man50,91,45.11,12,10/17/2020,4117.01
3158,FA63,man60,88,46.69,5,11/6/2020,4113.72
4801,VR09,man60,55,74.47,13,11/2/2020,4108.85
1460,MN09,man42,52,78.78,12,10/18/2020,4108.56
3082,YN65,man54,60,68.21,12,10/24/2020,4104.6
125,DX21,man58,42,97.44,12,10/29/2020,4104.48
3487,UR29,man77,42,97.37,14,10/25/2020,4103.54
4081,DN35,man16,46,88.96,11,11/9/2020,4103.16
1905,LF79,man09,92,44.44,14,10/27/2020,4102.48
12,JM05,man29,70,58.49,6,10/30/2020,4100.3
1381,ZJ64,man15,56,72.95,11,10/19/2020,4096.2
3208,AI08,man39,69,59.19,12,10/25/2020,4096.11
278,PE41,man55,94,43.39,13,10/16/2020,4091.66
4845,KO80,man38,63,64.74,11,10/31/2020,4089.62
41,BI74,man25,77,52.97,9,11/4/2020,4087.69
259,AY25,man39,70,58.18,14,10/26/2020,4086.6
4246,PA36,man47,92,44.32,8,10/24/2020,4085.44
4942,GV34,man22,63,64.59,14,11/10/2020,4083.17
630,ZQ37,man64,69,58.97,13,10/22/2020,4081.93
2010,PL83,man59,77,52.9,6,11/6/2020,4079.3
736,BQ05,man39,84,48.47,7,11/9/2020,4078.48
4731,FI30,man78,64,63.61,7,10/17/2020,4078.04
3136,KC63,man26,62,65.62,8,10/13/2020,4076.44
4598,LC16,man46,60,67.77,10,10/22/2020,4076.2
2743,QV04,man41,61,66.6,9,11/6/2020,4071.6
1286,DR02,man48,85,47.83,6,11/1/2020,4071.55
884,SC73,man12,77,52.7,10,10/17/2020,4067.9
4438,DR48,man71,80,50.76,7,11/5/2020,4067.8
2380,GI29,man70,44,92.31,5,10/19/2020,4066.64
694,IR12,man15,92,44.05,14,11/2/2020,4066.6
1523,FY93,man74,72,56.38,7,10/21/2020,4066.36
4989,XV28,man80,69,58.77,11,10/26/2020,4066.13
1401,RP36,man82,42,96.45,11,11/8/2020,4061.9
4684,IH79,man02,78,51.88,14,11/11/2020,4060.64
4026,SW29,man39,98,41.33,10,11/7/2020,4060.34
1494,JE39,man44,52,77.81,11,10/31/2020,4057.12
2043,GM82,man04,64,63.22,11,10/13/2020,4057.08
3755,RM03,man30,75,53.92,12,10/25/2020,4056
3303,RG44,man52,97,41.69,12,11/1/2020,4055.93
2521,HX40,man67,66,61.34,7,11/6/2020,4055.44
506,UA56,man41,61,66.35,6,11/10/2020,4053.35
2857,AB22,man14,55,73.46,13,10/26/2020,4053.3
3093,FM81,man61,58,69.67,11,10/26/2020,4051.86
1288,XC43,man70,42,96.14,13,11/2/2020,4050.88
3543,AU84,man84,65,62.21,7,11/1/2020,4050.65
953,VC80,man78,94,42.95,12,10/21/2020,4049.3
3890,DB16,man51,56,72.12,6,10/30/2020,4044.72
4157,AC72,man78,60,67.21,12,10/16/2020,4044.6
3215,TU97,man57,52,77.67,5,11/5/2020,4043.84
2944,CT79,man63,66,61.05,13,10/20/2020,4042.3
4560,SJ32,man06,95,42.33,9,10/14/2020,4030.35
1138,VQ60,man85,80,50.24,11,10/25/2020,4030.2
3473,DU69,man13,88,45.62,14,11/7/2020,4028.56
2298,JJ14,man99,77,52.1,13,10/15/2020,4024.7
295,NV41,man33,62,64.73,11,10/30/2020,4024.26
1934,NL24,man10,59,68.04,9,11/4/2020,4023.36
2838,TL53,man68,93,43.17,7,10/23/2020,4021.81
2301,ZG90,man41,78,51.46,6,10/26/2020,4019.88
4484,KN79,man42,49,81.86,7,11/7/2020,4018.14
2374,PI03,man84,69,58.02,14,10/18/2020,4017.38
369,EI44,man49,96,41.66,14,11/3/2020,4013.36
997,TD30,man62,45,88.86,14,10/30/2020,4012.7
1069,TC30,man81,72,55.63,7,10/21/2020,4012.36
2725,OT42,man03,67,59.74,9,11/9/2020,4011.58
1541,KM74,man86,51,78.35,13,11/1/2020,4008.85
4337,JJ12,man71,41,97.4,13,10/19/2020,4006.4
141,YZ43,man70,80,49.89,11,11/12/2020,4002.2
3373,EA63,man51,94,42.41,14,10/27/2020,4000.54
3874,XW07,man52,92,43.32,14,10/28/2020,3999.44
3141,IW26,man38,47,84.77,13,10/23/2020,3997.19
3171,HU07,man25,50,79.79,7,11/5/2020,3996.5
3749,NP73,man94,44,90.69,6,11/4/2020,3996.36
3966,CY93,man71,74,53.81,8,10/13/2020,3989.94
4648,XN32,man17,50,79.42,13,11/12/2020,3984
649,KE30,man87,98,40.52,13,10/22/2020,3983.96
3955,TF90,man40,78,50.87,13,11/1/2020,3980.86
3579,BL66,man71,60,66.07,15,10/17/2020,3979.2
55,YE18,man68,97,40.88,10,11/10/2020,3975.36
2760,XY28,man12,75,52.77,14,10/26/2020,3971.75
723,UM38,man15,80,49.48,13,10/22/2020,3971.4
3671,KV01,man57,88,45.07,5,10/23/2020,3971.16
2372,PP64,man97,62,63.79,12,11/8/2020,3966.98
4719,BW28,man78,67,59.01,9,11/2/2020,3962.67
619,OA58,man44,47,84.05,12,10/15/2020,3962.35
4117,UZ50,man63,51,77.55,6,10/29/2020,3961.05
2921,AJ85,man57,55,71.78,12,10/14/2020,3959.9
4607,IW06,man43,74,53.38,8,11/5/2020,3958.12
1666,VQ02,man02,72,54.89,6,10/13/2020,3958.08
2625,XB16,man05,89,44.31,11,10/22/2020,3954.59
3946,HU53,man56,76,51.85,12,10/15/2020,3952.6
4803,TZ39,man89,54,72.98,9,10/30/2020,3949.92
3917,MD79,man12,40,98.51,8,11/8/2020,3948.4
2560,BF60,man44,63,62.5,9,10/15/2020,3946.5
4959,BA30,man17,52,75.6,15,11/3/2020,3946.2
4127,OV66,man50,65,60.51,8,11/6/2020,3941.15
2079,BY20,man05,55,71.47,10,11/3/2020,3940.85
418,CW27,man70,81,48.59,5,10/15/2020,3940.79
4679,YA50,man31,40,98.18,12,10/13/2020,3939.2
4247,AK72,man94,54,72.82,6,10/28/2020,3938.28
1924,DR30,man24,65,60.45,9,10/22/2020,3938.25
4856,BG27,man04,49,80.22,7,10/24/2020,3937.78
66,AL55,man62,41,95.82,8,11/8/2020,3936.62
1400,AP72,man54,88,44.62,10,10/31/2020,3936.56
2406,QD57,man14,69,56.89,6,10/31/2020,3931.41
1813,HJ73,man00,58,67.66,5,10/13/2020,3929.28
584,FD82,man37,98,39.95,13,11/5/2020,3928.1
200,MN05,man68,78,50.22,9,10/24/2020,3926.16
2446,RB13,man42,65,60.29,7,10/16/2020,3925.85
4141,FV92,man47,78,50.14,14,10/15/2020,3924.92
2086,AJ03,man92,47,83.28,9,10/15/2020,3923.16
1338,TD24,man11,69,56.75,7,11/5/2020,3922.75
1849,EL42,man67,90,43.51,6,10/27/2020,3921.9
3941,LO56,man33,73,53.49,15,10/31/2020,3919.77
2690,FR49,man16,66,59.28,7,11/2/2020,3919.48
3304,XV06,man75,66,59.16,12,10/30/2020,3916.56
1627,TK25,man09,80,48.8,11,10/29/2020,3915
2231,SR41,man44,61,63.92,12,10/16/2020,3911.12
4100,BD79,man80,80,48.76,9,10/24/2020,3909.8
644,HL69,man38,64,60.95,8,10/24/2020,3908.8
2648,JH29,man51,73,53.37,11,10/26/2020,3907.01
2241,YL41,man59,41,94.95,12,10/14/2020,3904.95
4409,PA30,man39,79,49.27,11,11/4/2020,3903.33
2370,OW64,man94,45,86.58,6,10/21/2020,3902.1
139,DV73,man46,77,50.52,11,10/22/2020,3901.04
3530,ZV07,man67,44,88.3,6,10/20/2020,3891.2
3484,MU85,man65,74,52.42,8,10/21/2020,3887.08
1489,DB66,man81,39,99.45,8,10/23/2020,3886.55
598,SC39,man01,43,90.05,13,10/14/2020,3885.15
639,PU49,man04,45,85.98,10,11/11/2020,3879.1
2757,LC35,man24,94,41.18,8,11/2/2020,3878.92
1959,CS82,man89,49,79,7,10/21/2020,3878
1825,OZ61,man84,40,96.82,5,11/4/2020,3877.8
1319,IV87,man88,71,54.5,7,10/17/2020,3876.5
284,FK47,man75,60,64.37,14,11/2/2020,3876.2
3682,EK13,man63,93,41.57,9,11/9/2020,3875.01
1524,XO90,man14,83,46.5,14,11/6/2020,3873.5
253,DL29,man83,49,78.69,14,11/11/2020,3869.81
2549,LI60,man12,58,66.52,11,10/16/2020,3869.16
4824,VP34,man02,78,49.48,8,10/19/2020,3867.44
3477,RZ50,man79,73,52.87,6,11/2/2020,3865.51
4344,YS41,man00,92,41.91,9,10/23/2020,3864.72
4740,CS61,man43,98,39.3,9,10/20/2020,3860.4
1598,MF08,man49,79,48.72,11,11/11/2020,3859.88
4023,CO01,man62,94,40.88,13,10/18/2020,3855.72
2375,YW86,man90,50,77.01,5,11/9/2020,3855.5
3271,WS69,man58,53,72.42,12,10/25/2020,3850.26
2394,XW09,man23,82,46.88,6,10/21/2020,3850.16
4016,NJ61,man99,47,81.63,12,11/5/2020,3848.61
3268,HO89,man32,45,85.34,6,10/17/2020,3846.3
3940,MC85,man97,41,93.52,10,11/5/2020,3844.32
1660,FG04,man81,69,55.56,10,10/26/2020,3843.64
1202,GV65,man15,39,98.19,11,10/22/2020,3840.41
161,FA88,man60,52,73.57,14,10/17/2020,3839.64
1630,LM79,man26,69,55.52,6,11/1/2020,3836.88
1860,OD52,man40,77,49.67,12,11/9/2020,3836.59
4619,EQ61,man01,75,51.06,7,10/24/2020,3836.5
1278,KM58,man46,95,40.24,10,10/26/2020,3832.8
3429,QJ57,man44,42,90.95,12,10/19/2020,3831.9
3288,IZ75,man75,39,97.98,8,10/22/2020,3829.22
4686,HS94,man26,49,77.93,10,11/2/2020,3828.57
2999,KS33,man52,48,79.62,6,10/31/2020,3827.76
1208,FQ77,man03,40,95.41,11,10/21/2020,3827.4
1175,JE10,man83,41,93.13,8,10/13/2020,3826.33
4458,EV48,man82,47,81.06,13,11/6/2020,3822.82
2225,DD04,man98,65,58.69,7,10/18/2020,3821.85
3596,MD99,man19,80,47.57,14,10/25/2020,3819.6
3125,CX45,man77,52,73.2,11,10/27/2020,3817.4
993,TY10,man24,48,79.32,9,11/2/2020,3816.36
4760,CZ06,man78,74,51.33,14,10/20/2020,3812.42
4670,QK04,man70,43,88.31,12,11/1/2020,3809.33
2689,AZ56,man66,61,62.31,7,10/26/2020,3807.91
4265,LI38,man12,73,51.97,14,10/13/2020,3807.81
2255,HH65,man76,43,88.27,12,11/10/2020,3807.61
3973,YE01,man93,78,48.73,6,11/9/2020,3806.94
4675,ZW65,man87,84,45.19,10,11/2/2020,3805.96
555,AY25,man57,78,48.68,8,10/29/2020,3805.04
2665,BG82,man80,65,58.38,8,10/30/2020,3802.7
3231,FL94,man48,75,50.51,13,11/1/2020,3801.25
3583,JS41,man43,58,65.4,7,10/19/2020,3800.2
2798,MH50,man91,42,90.15,13,10/20/2020,3799.3
2722,VZ66,man88,53,71.47,11,11/7/2020,3798.91
4410,UQ76,man86,57,66.54,5,10/17/2020,3797.78
3455,XU59,man45,67,56.51,10,11/6/2020,3796.17
1320,YH11,man95,62,61.06,10,10/23/2020,3795.72
2048,NW49,man36,75,50.46,11,10/13/2020,3795.5
1947,WC61,man33,62,61.03,11,11/1/2020,3794.86
4556,OT32,man39,60,63.07,10,10/31/2020,3794.2
4353,SR99,man66,48,78.83,10,10/13/2020,3793.84
1893,WI41,man26,61,62.02,10,11/8/2020,3793.22
2234,RW07,man58,38,99.66,6,10/19/2020,3793.08
4935,QA73,man68,94,40.19,15,11/3/2020,3792.86
2249,TG69,man56,55,68.85,6,10/28/2020,3792.75
28,XO38,man10,48,78.88,6,10/13/2020,3792.24
3109,XE14,man42,64,59.04,10,10/19/2020,3788.56
319,DH85,man20,60,63.01,7,10/27/2020,3787.6
1709,EL96,man29,92,41.07,8,10/15/2020,3786.44
814,BG08,man04,94,40.22,5,10/22/2020,3785.68
1952,VC38,man50,96,39.3,12,10/19/2020,3784.8
4627,QS99,man66,48,78.5,14,10/17/2020,3782
350,EH19,man35,42,89.68,12,10/15/2020,3778.56
188,ON57,man69,65,57.95,10,10/14/2020,3776.75
4549,VB97,man38,91,41.42,7,10/26/2020,3776.22
2177,JT11,man97,91,41.38,9,11/7/2020,3774.58
1190,WR11,man13,47,79.9,15,10/20/2020,3770.3
91,PC26,man45,51,73.71,11,10/19/2020,3770.21
2676,ZL00,man89,44,85.31,15,10/13/2020,3768.64
4435,WM84,man63,62,60.51,14,10/19/2020,3765.62
651,PH69,man03,83,45.29,5,10/20/2020,3764.07
205,QN67,man83,52,72.22,8,11/8/2020,3763.44
839,VD19,man93,53,70.72,13,11/1/2020,3761.16
1028,QG75,man20,77,48.77,5,11/5/2020,3760.29
3837,HH80,man15,63,59.49,11,10/30/2020,3758.87
4813,SM98,man16,70,53.51,13,11/8/2020,3758.7
468,UK44,man59,41,91.5,6,11/1/2020,3757.5
2215,FT95,man18,69,54.27,12,10/18/2020,3756.63
298,HA26,man58,68,55.12,8,10/15/2020,3756.16
4890,TG70,man02,40,93.58,12,10/23/2020,3755.2
4912,GW67,man10,66,56.74,7,10/17/2020,3751.84
2072,AL74,man39,43,86.98,11,10/24/2020,3751.14
793,JB35,man54,47,79.53,13,11/11/2020,3750.91
969,QL02,man05,51,73.33,10,11/4/2020,3749.83
4508,ST19,man56,76,49.23,8,11/5/2020,3749.48
4714,HD17,man25,65,57.45,14,10/21/2020,3748.25
2419,ZO03,man46,52,71.85,10,10/29/2020,3746.2
1104,GQ28,man24,89,41.99,8,10/22/2020,3745.11
145,IN97,man23,47,79.43,10,10/15/2020,3743.21
4400,OE81,man08,90,41.51,6,10/23/2020,3741.9
4242,DA80,man07,50,74.44,15,11/10/2020,3737
2396,TA74,man14,82,45.36,14,11/3/2020,3733.52
2349,ZI99,man85,85,43.83,5,10/14/2020,3730.55
1063,LN57,man30,53,70.18,11,11/11/2020,3730.54
765,OC57,man39,49,75.89,11,11/7/2020,3729.61
300,NU98,man42,99,37.52,15,11/12/2020,3729.48
2882,VR97,man61,58,64.16,6,10/30/2020,3727.28
3507,TI88,man54,42,88.53,9,11/11/2020,3727.26
4788,NV06,man72,61,60.87,14,10/13/2020,3727.07
3546,ZX96,man95,52,71.48,10,11/5/2020,3726.96
2778,PM33,man83,40,92.96,8,10/22/2020,3726.4
1436,GW42,man67,38,97.69,14,10/26/2020,3726.22
2981,OU52,man29,78,47.67,7,11/7/2020,3725.26
2899,ER94,man93,93,39.88,9,10/25/2020,3717.84
431,MS18,man15,59,62.84,6,10/31/2020,3713.56
4094,NO93,man73,93,39.84,7,11/3/2020,3712.12
1588,RJ29,man21,62,59.73,8,10/24/2020,3711.26
2869,MF49,man45,79,46.8,14,10/13/2020,3711.2
386,VZ74,man64,41,90.21,10,11/2/2020,3708.61
4020,AK79,man34,48,77.03,6,10/27/2020,3703.44
2238,LY53,man74,87,42.45,10,11/6/2020,3703.15
2973,VV28,man57,58,63.73,6,11/9/2020,3702.34
934,DH44,man30,55,67.18,7,10/26/2020,3701.9
116,XF22,man51,83,44.52,6,10/31/2020,3701.16
2073,UR60,man61,41,89.96,12,10/29/2020,3700.36
254,CD04,man09,48,76.84,12,10/14/2020,3700.32
2656,GQ87,man64,79,46.75,7,10/23/2020,3700.25
4962,AB40,man75,53,69.57,13,10/17/2020,3700.21
4017,KT50,man54,88,41.95,8,10/20/2020,3699.6
4858,XR02,man88,44,83.73,14,10/21/2020,3698.12
770,SL30,man37,74,49.82,11,11/2/2020,3697.68
525,DY19,man46,54,68.35,6,11/6/2020,3696.9
2291,KF19,man63,54,68.34,6,11/3/2020,3696.36
4723,KA14,man09,67,55,6,10/22/2020,3691
4831,YT45,man50,43,85.65,8,10/18/2020,3690.95
1515,ZR58,man37,45,81.86,6,10/28/2020,3689.7
155,HP02,man23,60,61.35,8,11/11/2020,3689
3590,HY73,man25,40,91.96,10,10/20/2020,3688.4
3577,PL18,man06,45,81.59,15,10/22/2020,3686.55
1080,LG79,man30,54,68.1,9,10/23/2020,3686.4
4730,NB14,man38,54,68.05,11,11/5/2020,3685.7
3843,XW66,man49,90,40.8,13,10/29/2020,3685
4056,YD59,man53,37,99.21,14,10/16/2020,3684.77
2302,IT05,man14,82,44.8,5,10/21/2020,3678.6
105,EM26,man12,46,79.63,14,11/9/2020,3676.98
2257,DX16,man38,39,93.88,13,10/25/2020,3674.32
1087,UK00,man53,88,41.59,12,10/16/2020,3671.92
4193,UH49,man29,64,57.26,7,10/24/2020,3671.64
3826,MT88,man13,65,56.28,13,10/15/2020,3671.2
1447,IT47,man28,98,37.3,15,10/14/2020,3670.4
1440,TN71,man40,87,42,15,10/29/2020,3669
1072,CO36,man44,55,66.57,7,11/3/2020,3668.35
4132,DI45,man14,95,38.5,10,10/25/2020,3667.5
2091,WS39,man71,75,48.79,8,10/19/2020,3667.25
276,UD26,man19,42,86.93,15,11/1/2020,3666.06
3554,VZ05,man24,66,55.42,7,11/6/2020,3664.72
426,VA94,man98,69,52.99,7,11/6/2020,3663.31
2337,AO38,man64,59,61.99,5,11/5/2020,3662.41
657,CT80,man42,93,39.27,9,10/19/2020,3661.11
1322,JR97,man33,57,64,13,10/20/2020,3661
4811,IK24,man15,47,77.72,8,10/16/2020,3660.84
2712,OG69,man91,68,53.65,11,10/30/2020,3659.2
2402,GT74,man57,43,84.93,6,10/29/2020,3657.99
2834,FI05,man72,51,71.62,5,11/2/2020,3657.62
165,DX49,man03,87,41.95,6,10/17/2020,3655.65
3250,AR05,man32,39,93.37,12,10/13/2020,3653.43
2744,SK92,man21,92,39.64,6,10/24/2020,3652.88
2929,FG86,man89,55,66.18,12,11/12/2020,3651.9
1569,HM12,man86,46,79.07,14,11/2/2020,3651.22
1375,KK17,man43,83,43.81,7,10/18/2020,3643.23
113,YV83,man85,51,71.3,6,10/15/2020,3642.3
3182,GL14,man18,67,54.06,14,10/20/2020,3636.02
1079,AC79,man37,59,61.52,6,11/1/2020,3635.68
3739,HO93,man28,100,36.27,7,11/5/2020,3634
1193,SM75,man35,53,68.4,5,11/2/2020,3630.2
2608,XF63,man23,63,57.44,10,11/12/2020,3628.72
3576,KI79,man55,63,57.4,10,10/26/2020,3626.2
4416,SD68,man59,58,62.28,11,10/20/2020,3623.24
212,VD76,man37,68,53.05,15,11/7/2020,3622.4
690,MH67,man74,46,78.41,14,11/8/2020,3620.86
3909,ZJ28,man01,74,48.78,11,10/29/2020,3620.72
336,WH33,man53,98,36.86,6,10/30/2020,3618.28
1009,AO83,man51,75,48.11,10,11/1/2020,3618.25
4773,GM39,man53,40,90.21,9,11/2/2020,3617.4
4770,US79,man35,49,73.61,9,11/8/2020,3615.89
3528,BH27,man79,41,87.84,14,10/22/2020,3615.44
4606,ZO85,man26,73,49.39,9,10/18/2020,3614.47
3876,EJ32,man67,69,52.23,8,10/30/2020,3611.87
1402,NM08,man07,42,85.73,8,11/1/2020,3608.66
3796,AA57,man57,82,43.93,6,11/11/2020,3608.26
673,MG11,man70,85,42.28,12,11/4/2020,3605.8
